run_label,vx',vy',vz',r'',hue',gamma',m0'
P_6.0_V_0.0_T_2.0_C_0.0, 7928.109 1 +  4246.396 x +  14893.960 y + -13653.486 z +  269.516 r +  8045.845 hue + -7.302 gamma +  7928.004 m0 + -758.174 1/r^3 +  6734.165 sin(hue) +  4184.028 cos(hue) +  7497.934 m0/gamma + -39.697 K_sync + -8373.491 F_pauli_x +  12398.859 F_pauli_y +  3108.435 F_pauli_z + -5.399 F_torsion,-4796.944 1 + -2571.879 x + -9010.037 y +  8262.021 z + -159.891 r + -4868.181 hue +  4.418 gamma + -4796.881 m0 +  458.763 1/r^3 + -4074.542 sin(hue) + -2531.568 cos(hue) + -4536.664 m0/gamma +  24.038 K_sync +  5071.799 F_pauli_x + -7497.801 F_pauli_y + -1879.219 F_pauli_z +  3.251 F_torsion,-3019.217 1 + -1619.144 x + -5670.724 y +  5200.283 z + -100.162 r + -3064.054 hue +  2.781 gamma + -3019.178 m0 +  288.797 1/r^3 + -2564.534 sin(hue) + -1593.380 cos(hue) + -2855.396 m0/gamma +  15.132 K_sync +  3191.511 F_pauli_x + -4722.689 F_pauli_y + -1179.963 F_pauli_z +  2.052 F_torsion,-11268.747 1 + -11255.192 x + -17975.561 y +  21198.688 z +  5992.852 r + -11436.095 hue +  10.400 gamma + -11268.589 m0 +  1259.406 1/r^3 + -9571.717 sin(hue) + -5947.026 cos(hue) + -10656.487 m0/gamma +  169.843 K_sync +  10763.712 F_pauli_x + -22481.658 F_pauli_y + -3880.931 F_pauli_z +  35.689 F_torsion,-0.141 1 +  0.162 x +  0.319 y +  0.059 z +  0.047 r + -0.144 hue + -0.141 m0 + -2.990 1/r^3 + -0.120 sin(hue) + -0.074 cos(hue) +  0.985 m0/gamma + -0.074 F_pauli_x +  0.072 F_pauli_y +  0.051 F_pauli_z, 1682558.875 1 +  901607.688 x +  3160641.750 y + -2897782.000 z +  56694.105 r +  1707545.375 hue + -1549.598 gamma +  1682536.250 m0 + -160905.047 1/r^3 +  1429171.875 sin(hue) +  887963.875 cos(hue) +  1591263.875 m0/gamma + -8430.580 K_sync + -1776762.125 F_pauli_x +  2630949.000 F_pauli_y +  659253.250 F_pauli_z + -1144.428 F_torsion, 0.000
P_6.0_V_0.01_T_0.5_C_0.0, 2135.275 1 + -1053.408 x +  5314.476 y + -3071.605 z +  2704.870 r +  2166.978 hue + -1.958 gamma +  2135.253 m0 + -317.718 1/r^3 +  1813.706 sin(hue) +  1126.888 cos(hue) +  2021.373 m0/gamma +  51.108 K_sync + -8724.688 F_pauli_x + -3079.094 F_pauli_y +  11807.337 F_pauli_z + -10.701 F_torsion,-1300.423 1 +  637.527 x + -3234.081 y +  1872.057 z + -1642.368 r + -1319.731 hue +  1.192 gamma + -1300.410 m0 +  193.338 1/r^3 + -1104.581 sin(hue) + -686.296 cos(hue) + -1231.054 m0/gamma + -31.067 K_sync +  5306.176 F_pauli_x +  1874.548 F_pauli_y + -7182.227 F_pauli_z +  6.496 F_torsion,-807.306 1 +  395.398 x + -2007.479 y +  1162.301 z + -1019.117 r + -819.293 hue +  0.740 gamma + -807.298 m0 +  119.934 1/r^3 + -685.727 sin(hue) + -426.055 cos(hue) + -764.243 m0/gamma + -19.271 K_sync +  3295.061 F_pauli_x +  1162.848 F_pauli_y + -4452.312 F_pauli_z +  4.036 F_torsion,-7689.803 1 + -4897.295 x + -13678.647 y +  14108.439 z +  960.619 r + -7803.996 hue +  7.101 gamma + -7689.732 m0 +  720.849 1/r^3 + -6531.743 sin(hue) + -4058.272 cos(hue) + -7279.792 m0/gamma +  11.685 K_sync +  14038.609 F_pauli_x +  5910.562 F_pauli_y + -20925.109 F_pauli_z +  67.098 F_torsion, 0.088 1 + -0.592 x + -0.530 y + -0.530 z +  0.061 r +  0.090 hue +  0.088 m0 + -2.682 1/r^3 +  0.075 sin(hue) +  0.047 cos(hue) +  0.074 m0/gamma + -0.083 F_pauli_x + -0.044 F_pauli_y +  0.124 F_pauli_z, 451344.281 1 + -221914.625 x +  1122875.750 y + -649521.000 z +  570819.062 r +  458045.625 hue + -413.910 gamma +  451339.844 m0 + -67123.273 1/r^3 +  383372.656 sin(hue) +  238196.219 cos(hue) +  427268.312 m0/gamma +  10790.658 K_sync + -1842647.875 F_pauli_x + -650595.500 F_pauli_y +  2494003.000 F_pauli_z + -2258.341 F_torsion, 0.000
P_6.0_V_0.1_T_1.0_C_0.0, 6131.587 1 +  1344.818 x +  12253.075 y + -9851.176 z +  2408.117 r +  6222.650 hue + -5.559 gamma +  6131.509 m0 + -569.334 1/r^3 +  5208.183 sin(hue) +  3235.923 cos(hue) +  5803.601 m0/gamma +  29.589 K_sync + -10935.890 F_pauli_x + -1054.298 F_pauli_y +  6117.832 F_pauli_z +  0.707 F_torsion,-3725.293 1 + -820.099 x + -7442.708 y +  5986.253 z + -1459.398 r + -3780.619 hue +  3.377 gamma + -3725.246 m0 +  346.132 1/r^3 + -3164.272 sin(hue) + -1966.010 cos(hue) + -3526.034 m0/gamma + -17.975 K_sync +  6651.870 F_pauli_x +  630.137 F_pauli_y + -3696.818 F_pauli_z + -0.395 F_torsion,-2327.669 1 + -512.242 x + -4651.180 y +  3740.405 z + -912.402 r + -2362.239 hue +  2.110 gamma + -2327.640 m0 +  217.339 1/r^3 + -1977.127 sin(hue) + -1228.419 cos(hue) + -2203.215 m0/gamma + -11.335 K_sync +  4203.361 F_pauli_x +  356.908 F_pauli_y + -2244.044 F_pauli_z + -0.027 F_torsion,-9252.829 1 + -7362.417 x + -15136.958 y +  16708.664 z +  2929.581 r + -9390.250 hue +  8.381 gamma + -9252.709 m0 +  1141.682 1/r^3 + -7859.372 sin(hue) + -4883.142 cos(hue) + -8762.386 m0/gamma +  5.249 K_sync +  24251.857 F_pauli_x + -1873.653 F_pauli_y + -7860.764 F_pauli_z +  34.171 F_torsion, 0.141 1 + -0.147 x + -0.158 y +  0.117 z +  0.071 r +  0.142 hue +  0.141 m0 + -3.446 1/r^3 +  0.119 sin(hue) +  0.075 cos(hue) +  0.699 m0/gamma + -0.004 F_pauli_x + -0.033 F_pauli_y +  0.111 F_pauli_z, 1298164.625 1 +  285310.125 x +  2593927.250 y + -2085888.875 z +  509164.688 r +  1317444.250 hue + -1176.979 gamma +  1298148.250 m0 + -120695.344 1/r^3 +  1102663.500 sin(hue) +  685101.688 cos(hue) +  1228731.875 m0/gamma +  6275.542 K_sync + -2321768.750 F_pauli_x + -216901.828 F_pauli_y +  1283868.375 F_pauli_z +  118.878 F_torsion, 0.000
P_2.0_V_0.0_T_0.5_C_0.0,-61331.535 1 + -27838.240 x + -7783.403 y +  25576.055 z + -20987.309 r + -129916.070 hue +  22575.785 gamma + -61350.656 m0 + -31525.201 1/r^3 +  23240.230 sin(hue) +  337649.219 cos(hue) +  134929.969 m0/gamma +  2222.453 K_sync +  10518.936 F_pauli_x + -2543.736 F_pauli_y +  1363.959 F_pauli_z +  28.265 F_torsion, 116369.078 1 + -5367.487 x + -30350.475 y +  12790.988 z +  12586.569 r + -396830.375 hue + -3559.030 gamma +  116126.367 m0 + -85028.000 1/r^3 +  10170.305 sin(hue) +  532103.062 cos(hue) + -42273.113 m0/gamma +  3481.004 K_sync + -2681.668 F_pauli_x +  3692.207 F_pauli_y +  1441.928 F_pauli_z + -15.196 F_torsion, 439788.812 1 + -1964.919 x + -10018.981 y + -16651.418 z +  7252.686 r + -742340.500 hue + -2077.031 gamma +  439187.031 m0 + -81012.508 1/r^3 + -5114.175 sin(hue) + -201624.828 cos(hue) + -25187.592 m0/gamma + -1293.771 K_sync + -1238.412 F_pauli_x +  204.037 F_pauli_y +  4361.199 F_pauli_z + -11.854 F_torsion,-177706.391 1 +  18984.285 x +  5432.918 y + -2781.324 z +  12136.003 r +  406050.406 hue + -10232.497 gamma + -177400.547 m0 +  224823.734 1/r^3 + -12119.953 sin(hue) + -1477.025 cos(hue) + -86501.023 m0/gamma +  76.707 K_sync + -6657.005 F_pauli_x +  4384.999 F_pauli_y + -2211.809 F_pauli_z + -18.521 F_torsion, 50.984 1 + -0.467 x + -1.483 y + -1.646 z +  0.814 r + -90.193 hue + -0.081 gamma +  50.955 m0 + -4.913 1/r^3 + -0.713 sin(hue) + -12.879 cos(hue) +  6.349 m0/gamma + -0.078 K_sync + -0.121 F_pauli_x + -0.007 F_pauli_y + -0.126 F_pauli_z,-6511.499 1 +  723.252 x + -118.360 y +  26.103 z +  646.046 r +  12806.161 hue + -583.776 gamma + -6502.137 m0 + -4625.425 1/r^3 + -295.605 sin(hue) +  7617.016 cos(hue) + -3431.711 m0/gamma +  48.204 K_sync + -175.340 F_pauli_x +  48.500 F_pauli_y +  21.684 F_pauli_z + -0.607 F_torsion, 0.000
P_2.0_V_0.0_T_1.0_C_0.0, 265238.156 1 + -127.548 x +  113.730 y + -305.091 z + -263.720 r + -10931.114 hue + -210101.031 gamma +  265257.094 m0 +  37624.297 1/r^3 + -250.563 sin(hue) +  6635.286 cos(hue) + -326971.312 m0/gamma + -1847.186 K_sync + -963.777 F_pauli_x +  1698.794 F_pauli_y + -29.772 F_pauli_z + -11.226 F_torsion, 139012.375 1 +  191.512 x +  30.618 y +  531.671 z +  336.614 r +  12212.860 hue + -117293.547 gamma +  139046.750 m0 +  336899.031 1/r^3 +  1410.774 sin(hue) + -1148.809 cos(hue) + -186515.594 m0/gamma +  298.402 K_sync +  1282.953 F_pauli_x +  4124.000 F_pauli_y +  2691.913 F_pauli_z + -10.297 F_torsion, 87871.453 1 +  6253.560 x + -51.735 y + -6598.070 z +  33.269 r +  70573.219 hue + -95320.977 gamma +  87876.695 m0 + -15342.396 1/r^3 +  5678.391 sin(hue) + -1026.078 cos(hue) + -145989.516 m0/gamma + -879.613 K_sync + -2209.491 F_pauli_x +  136.782 F_pauli_y + -2133.914 F_pauli_z +  0.430 F_torsion, 220850.641 1 +  34.048 x + -2414.908 y + -2437.619 z + -557.059 r +  11116.477 hue + -166775.562 gamma +  220852.281 m0 + -150971.656 1/r^3 +  453.758 sin(hue) + -11127.484 cos(hue) + -253864.422 m0/gamma +  3263.540 K_sync + -909.501 F_pauli_x + -1541.127 F_pauli_y +  54.100 F_pauli_z +  4.759 F_torsion,-7.211 1 + -0.100 x +  0.026 y +  0.125 z +  0.011 r + -1.924 hue +  7.199 gamma + -7.213 m0 +  0.634 1/r^3 + -0.165 sin(hue) + -0.138 cos(hue) +  19.615 m0/gamma +  0.062 K_sync + -0.009 F_pauli_x +  0.045 F_pauli_y +  0.020 F_pauli_z,-644.148 1 +  19.087 x + -7.622 y + -22.943 z +  0.004 r +  321.429 hue +  285.606 gamma + -644.222 m0 + -537.538 1/r^3 +  51.768 sin(hue) +  24.203 cos(hue) +  585.638 m0/gamma + -13.065 K_sync +  7.060 F_pauli_x + -1.356 F_pauli_y + -1.742 F_pauli_z +  0.082 F_torsion, 0.000
P_2.0_V_0.0_T_2.0_C_0.0,-84916.281 1 +  42584.012 x + -68165.406 y + -38520.992 z +  88806.203 r + -250039.266 hue +  315095.062 gamma + -85064.672 m0 +  18260.746 1/r^3 + -12162.336 sin(hue) + -15144.790 cos(hue) +  101.445 m0/gamma + -1750.010 K_sync +  15307.521 F_pauli_x + -79072.922 F_pauli_y +  10032.978 F_pauli_z + -62.365 F_torsion, 94213.219 1 + -52091.496 x +  81036.898 y +  46076.055 z + -106296.539 r +  254244.484 hue + -351874.219 gamma +  94359.102 m0 + -16004.153 1/r^3 +  14247.164 sin(hue) +  16716.549 cos(hue) +  39282.945 m0/gamma +  1910.235 K_sync + -3657.984 F_pauli_x +  115524.148 F_pauli_y + -19102.926 F_pauli_z +  67.921 F_torsion,-25314.299 1 + -41385.602 x +  59074.410 y +  30767.312 z + -74195.484 r + -328756.812 hue +  39949.551 gamma + -25562.664 m0 +  48114.566 1/r^3 +  13234.478 sin(hue) +  2740.231 cos(hue) +  440017.062 m0/gamma +  285.319 K_sync + -29526.020 F_pauli_x +  86259.891 F_pauli_y + -6820.177 F_pauli_z +  49.614 F_torsion, 120529.219 1 + -53383.820 x +  84532.250 y +  48624.781 z + -111519.695 r +  387142.375 hue + -437228.156 gamma +  120765.594 m0 + -31014.752 1/r^3 +  14088.147 sin(hue) +  19790.799 cos(hue) + -57041.641 m0/gamma +  2275.898 K_sync + -3528.704 F_pauli_x +  115473.914 F_pauli_y + -19611.305 F_pauli_z +  78.511 F_torsion,-0.090 1 + -0.008 y + -0.049 z +  0.068 r + -4.952 hue +  2.261 gamma + -0.096 m0 +  0.517 1/r^3 +  0.028 sin(hue) + -0.061 cos(hue) +  12.858 m0/gamma + -0.165 F_pauli_x +  0.206 F_pauli_y +  0.178 F_pauli_z, 454.224 1 + -108.262 x +  205.387 y +  112.076 z + -260.767 r +  1735.005 hue + -1610.059 gamma +  455.339 m0 + -162.750 1/r^3 +  36.923 sin(hue) +  69.089 cos(hue) + -681.566 m0/gamma +  8.705 K_sync +  53.015 F_pauli_x +  280.694 F_pauli_y + -59.771 F_pauli_z +  0.155 F_torsion, 0.000
P_2.0_V_0.01_T_0.5_C_0.0, 48176.883 1 +  1204.107 x +  3217.477 y +  5045.229 z +  4898.743 r +  84884.156 hue + -62968.273 gamma +  48186.012 m0 +  14852.761 1/r^3 + -1847.680 sin(hue) +  1117.328 cos(hue) + -126176.258 m0/gamma +  1095.485 K_sync +  4830.459 F_pauli_x +  505.757 F_pauli_y + -1841.432 F_pauli_z + -21.510 F_torsion,-157981.891 1 +  1769.191 x + -6645.979 y + -7434.674 z + -5503.685 r + -178391.859 hue +  184249.250 gamma + -158004.375 m0 +  173932.312 1/r^3 +  5088.914 sin(hue) + -4213.548 cos(hue) +  324763.000 m0/gamma + -1757.443 K_sync +  3118.128 F_pauli_x +  903.294 F_pauli_y + -2944.419 F_pauli_z + -5.572 F_torsion,-67872.812 1 +  2008.117 x + -2762.543 y + -2189.209 z + -523.559 r + -121461.172 hue +  88903.305 gamma + -67885.570 m0 + -78854.094 1/r^3 +  10278.455 sin(hue) + -5377.580 cos(hue) +  163231.859 m0/gamma + -2291.292 K_sync +  4683.865 F_pauli_x + -1650.998 F_pauli_y +  872.220 F_pauli_z +  10.647 F_torsion,-11279.278 1 + -564.392 x + -3162.814 y + -4902.655 z + -4830.342 r + -41505.586 hue +  26223.203 gamma + -11280.844 m0 +  278798.312 1/r^3 +  991.805 sin(hue) + -1352.032 cos(hue) +  37039.824 m0/gamma + -719.206 K_sync +  235.612 F_pauli_x + -111.437 F_pauli_y + -2204.109 F_pauli_z + -7.568 F_torsion,-0.511 1 +  0.109 x +  0.057 z +  0.084 r +  1.809 hue + -0.244 gamma + -0.512 m0 +  1.971 1/r^3 +  0.168 sin(hue) + -0.139 cos(hue) +  9.004 m0/gamma + -0.018 K_sync +  0.103 F_pauli_x +  0.069 F_pauli_y +  0.268 F_pauli_z, 784.965 1 +  37.800 x +  44.234 y +  75.307 z +  72.089 r +  2293.918 hue + -1510.053 gamma +  785.159 m0 + -1735.836 1/r^3 +  86.348 sin(hue) + -71.142 cos(hue) + -2770.463 m0/gamma + -12.490 K_sync + -89.341 F_pauli_x +  14.969 F_pauli_y +  58.828 F_pauli_z +  0.105 F_torsion, 0.000
P_2.0_V_0.01_T_1.0_C_0.0, 232222.828 1 +  121.134 x +  1063.025 y + -527.362 z +  2560.732 r + -38071.648 hue + -202106.328 gamma +  232197.203 m0 +  468550.750 1/r^3 +  1706.939 sin(hue) + -3073.873 cos(hue) + -241208.484 m0/gamma + -936.791 K_sync +  583.469 F_pauli_x +  3738.477 F_pauli_y +  3941.793 F_pauli_z + -16.624 F_torsion, 99226.906 1 + -491.953 x + -1371.804 y +  898.551 z + -2565.800 r +  20873.850 hue + -95521.891 gamma +  99236.875 m0 + -65349.461 1/r^3 +  507.317 sin(hue) +  909.789 cos(hue) + -122288.031 m0/gamma + -424.337 K_sync +  204.724 F_pauli_x +  7316.896 F_pauli_y +  100.308 F_pauli_z +  25.849 F_torsion, 82162.812 1 +  876.207 x +  735.242 y + -1693.614 z +  1206.970 r +  27940.707 hue + -90282.914 gamma +  82141.656 m0 +  335807.438 1/r^3 + -5214.792 sin(hue) +  1693.399 cos(hue) + -80588.141 m0/gamma +  2915.310 K_sync + -885.993 F_pauli_x +  598.024 F_pauli_y + -1121.403 F_pauli_z + -1.537 F_torsion,-46783.141 1 + -364.237 x + -1913.022 y + -130.147 z + -3624.430 r +  77555.008 hue +  45024.227 gamma + -46796.723 m0 +  171723.266 1/r^3 + -12290.778 sin(hue) +  6344.164 cos(hue) +  26668.854 m0/gamma +  6321.475 K_sync + -405.279 F_pauli_x + -3399.098 F_pauli_y + -737.752 F_pauli_z + -3.331 F_torsion,-12.762 1 +  0.006 x +  0.028 y + -0.006 z +  0.031 r + -0.234 hue +  12.056 gamma + -12.761 m0 + -19.412 1/r^3 +  0.005 sin(hue) +  0.030 cos(hue) +  23.761 m0/gamma + -0.014 F_pauli_x +  0.069 F_pauli_y +  0.009 F_pauli_z,-1676.680 1 +  4.706 x +  5.945 y + -8.995 z +  10.529 r +  73.617 hue +  1533.851 gamma + -1676.625 m0 + -1710.151 1/r^3 + -25.833 sin(hue) +  6.483 cos(hue) +  1846.372 m0/gamma +  14.150 K_sync + -0.894 F_pauli_x + -46.835 F_pauli_y + -18.606 F_pauli_z + -0.044 F_torsion, 0.000
P_2.0_V_0.01_T_2.0_C_0.0, 46007.578 1 + -6190.446 x +  6882.931 y +  5263.801 z + -9510.148 r + -68306.000 hue +  391.784 gamma +  46018.363 m0 + -28910.855 1/r^3 + -4467.314 sin(hue) + -4536.797 cos(hue) + -8908.021 m0/gamma +  1485.084 K_sync + -1942.640 F_pauli_x + -35508.906 F_pauli_y +  11767.480 F_pauli_z +  10.083 F_torsion,-69779.250 1 +  8414.247 x + -9779.831 y + -6982.205 z +  13019.028 r +  107335.016 hue + -6409.461 gamma + -69795.773 m0 +  44825.277 1/r^3 +  6378.432 sin(hue) +  6662.734 cos(hue) +  19682.336 m0/gamma + -2168.617 K_sync +  14720.187 F_pauli_x +  61594.617 F_pauli_y + -20065.227 F_pauli_z + -14.552 F_torsion,-144237.797 1 +  15141.994 x + -22698.082 y + -11011.334 z +  26306.723 r +  230530.641 hue + -17921.689 gamma + -144273.531 m0 +  94392.219 1/r^3 +  10704.308 sin(hue) +  11606.453 cos(hue) +  53265.199 m0/gamma + -3816.474 K_sync + -21244.918 F_pauli_x +  43048.469 F_pauli_y + -2401.176 F_pauli_z + -20.192 F_torsion,-60415.605 1 +  6597.437 x + -6314.150 y + -5635.034 z +  9092.732 r +  94110.516 hue + -5583.148 gamma + -60429.867 m0 +  39010.188 1/r^3 +  4964.845 sin(hue) +  4933.773 cos(hue) +  17417.611 m0/gamma + -1670.662 K_sync +  15194.583 F_pauli_x +  61105.598 F_pauli_y + -21485.299 F_pauli_z + -3.365 F_torsion,-2.094 1 + -0.135 x +  0.221 y +  0.029 z + -0.167 r + -6.225 hue +  4.406 gamma + -2.103 m0 +  3.211 1/r^3 +  0.040 sin(hue) +  0.093 cos(hue) +  15.780 m0/gamma + -0.006 K_sync + -0.012 F_pauli_x +  0.241 F_pauli_y +  0.132 F_pauli_z,-1037.207 1 +  40.412 x + -51.072 y + -12.211 z +  39.979 r +  1841.379 hue + -36.584 gamma + -1037.469 m0 +  714.294 1/r^3 + -9.915 sin(hue) + -27.483 cos(hue) +  438.753 m0/gamma +  1.465 K_sync +  15.055 F_pauli_x +  153.805 F_pauli_y + -44.290 F_pauli_z +  0.024 F_torsion, 0.000
P_2.0_V_0.1_T_0.5_C_0.0,-32458.482 1 + -2405.070 x + -897.459 y + -996.898 z +  1550.878 r +  2726.487 hue +  14710.873 gamma + -32454.168 m0 +  3007.533 1/r^3 +  1458.442 sin(hue) + -1603.732 cos(hue) +  49224.785 m0/gamma +  60.558 K_sync +  6034.773 F_pauli_x +  266.749 F_pauli_y + -1522.736 F_pauli_z + -7.043 F_torsion,-121312.727 1 +  4019.303 x +  1009.113 y +  1014.448 z + -2034.629 r +  3857.125 hue +  96249.656 gamma + -121296.461 m0 +  65665.562 1/r^3 + -6518.056 sin(hue) +  513.217 cos(hue) +  157916.281 m0/gamma +  1741.240 K_sync +  5293.787 F_pauli_x +  6856.507 F_pauli_y + -1551.890 F_pauli_z +  28.333 F_torsion,-87366.242 1 +  292.295 x + -135.814 y + -1023.960 z +  1094.135 r + -9591.784 hue +  66252.305 gamma + -87355.516 m0 +  20022.949 1/r^3 +  6506.704 sin(hue) + -507.536 cos(hue) +  94656.953 m0/gamma + -2221.934 K_sync + -610.379 F_pauli_x +  325.898 F_pauli_y +  3445.250 F_pauli_z + -12.979 F_torsion, 1413.091 1 +  5632.725 x +  2112.909 y +  1753.835 z + -2546.441 r + -15627.248 hue +  13200.701 gamma +  1412.491 m0 +  85221.477 1/r^3 +  1727.240 sin(hue) +  2468.880 cos(hue) + -20022.943 m0/gamma + -1150.052 K_sync +  2540.167 F_pauli_x +  4229.630 F_pauli_y + -1545.473 F_pauli_z +  22.621 F_torsion,-0.794 1 +  0.039 x +  0.014 y +  0.014 z + -0.019 r + -0.086 hue +  1.028 gamma + -0.794 m0 +  0.109 1/r^3 + -0.016 sin(hue) +  0.022 cos(hue) +  10.598 m0/gamma +  0.094 F_pauli_x +  0.048 F_pauli_y +  0.033 F_pauli_z, 198.368 1 +  5.489 x + -2.052 y + -16.022 z +  28.889 r + -270.178 hue + -187.544 gamma +  198.334 m0 +  359.662 1/r^3 +  117.181 sin(hue) + -2.127 cos(hue) + -375.306 m0/gamma + -33.044 K_sync + -22.170 F_pauli_x + -27.278 F_pauli_y + -4.707 F_pauli_z +  0.010 F_torsion, 0.000
P_2.0_V_0.1_T_1.0_C_0.0, 30705.115 1 + -20607.332 x + -9524.683 y + -16229.621 z +  14452.431 r + -22821.674 hue + -44260.617 gamma +  30708.092 m0 +  39785.082 1/r^3 +  12670.388 sin(hue) +  12004.771 cos(hue) + -115193.383 m0/gamma + -3303.331 K_sync + -3395.018 F_pauli_x + -10004.585 F_pauli_y +  2403.766 F_pauli_z + -39.938 F_torsion, 28798.297 1 + -4121.808 x + -3791.504 y + -2872.196 z +  1203.819 r +  19421.643 hue + -41688.242 gamma +  28801.795 m0 +  114367.203 1/r^3 +  5734.755 sin(hue) +  1516.598 cos(hue) + -72985.141 m0/gamma + -1793.042 K_sync + -53.370 F_pauli_x + -616.595 F_pauli_y + -667.093 F_pauli_z + -11.399 F_torsion,-149367.250 1 +  2407.918 x + -2341.800 y +  2079.147 z + -4408.858 r +  33130.871 hue +  75346.133 gamma + -149372.016 m0 +  38702.000 1/r^3 +  2900.669 sin(hue) + -1790.712 cos(hue) +  213822.984 m0/gamma + -1253.726 K_sync + -3637.086 F_pauli_x + -4732.490 F_pauli_y +  3600.104 F_pauli_z +  29.220 F_torsion,-19745.439 1 +  15277.306 x +  4146.458 y +  13423.099 z + -13017.812 r + -1191.806 hue +  31986.070 gamma + -19743.016 m0 +  421624.188 1/r^3 + -10711.037 sin(hue) + -8731.256 cos(hue) +  108007.852 m0/gamma +  3072.590 K_sync +  2185.507 F_pauli_x +  9482.955 F_pauli_y + -233.934 F_pauli_z +  42.474 F_torsion,-2.363 1 + -0.068 x + -0.022 y + -0.120 z +  0.092 r + -0.631 hue +  2.076 gamma + -2.363 m0 + -3.477 1/r^3 +  0.142 cos(hue) +  12.828 m0/gamma +  0.047 F_pauli_x +  0.195 F_pauli_y + -0.083 F_pauli_z, 67.448 1 + -83.014 x + -33.539 y + -97.279 z +  77.266 r + -156.541 hue + -68.958 gamma +  67.443 m0 + -1185.911 1/r^3 +  37.940 sin(hue) +  78.098 cos(hue) + -504.732 m0/gamma + -10.143 K_sync + -35.523 F_pauli_x + -79.169 F_pauli_y +  55.677 F_pauli_z +  0.136 F_torsion, 0.000
P_2.0_V_0.1_T_2.0_C_0.0,-12937.144 1 +  18564.281 x + -14460.745 y + -15038.866 z +  28229.377 r + -45990.438 hue +  62494.367 gamma + -12933.105 m0 + -2933.633 1/r^3 + -4789.658 sin(hue) +  11599.208 cos(hue) + -78499.367 m0/gamma + -2505.941 K_sync + -158.972 F_pauli_x + -62772.516 F_pauli_y +  13601.448 F_pauli_z + -9.193 F_torsion, 13705.687 1 + -16567.936 x +  11975.762 y +  13346.400 z + -24571.555 r +  43067.230 hue + -70345.898 gamma +  13701.278 m0 +  3466.242 1/r^3 +  8512.919 sin(hue) + -11128.240 cos(hue) +  84464.414 m0/gamma +  2135.320 K_sync +  15091.106 F_pauli_x +  90466.258 F_pauli_y + -22568.830 F_pauli_z +  4.522 F_torsion, 12758.008 1 + -3676.322 x + -1702.840 y +  2698.488 z + -2502.344 r +  13349.671 hue + -80131.320 gamma +  12752.549 m0 +  3009.459 1/r^3 +  22426.410 sin(hue) + -4770.133 cos(hue) +  82725.602 m0/gamma + -396.263 K_sync + -21366.271 F_pauli_x +  68325.102 F_pauli_y + -5612.390 F_pauli_z + -4.629 F_torsion, 14076.455 1 + -16582.662 x +  12712.746 y +  13381.213 z + -25057.135 r +  40503.543 hue + -62074.449 gamma +  14072.512 m0 +  3132.092 1/r^3 +  5086.703 sin(hue) + -11219.617 cos(hue) +  78023.062 m0/gamma +  2495.037 K_sync +  17255.922 F_pauli_x +  88487.359 F_pauli_y + -24163.080 F_pauli_z +  13.177 F_torsion,-2.355 1 +  0.009 hue +  1.830 gamma + -2.358 m0 + -1.073 1/r^3 + -0.015 sin(hue) +  0.012 cos(hue) +  12.944 m0/gamma + -0.009 K_sync +  0.218 F_pauli_y +  0.165 F_pauli_z, 3.221 1 + -43.738 x +  25.523 y +  32.682 z + -61.134 r +  241.060 hue + -204.803 gamma +  3.210 m0 +  13.300 1/r^3 +  39.952 sin(hue) + -47.494 cos(hue) +  224.239 m0/gamma +  10.871 K_sync +  89.887 F_pauli_x +  195.504 F_pauli_y + -69.133 F_pauli_z +  0.027 F_torsion, 0.000
